description,class
Foot reinforcement short side,MiscTblFrameAcc
Foot reinforcement base,MiscTblFrameAcc
FOOT REINFORCEMENT RIGHT SIDE,MiscTblFrameAcc
"M6x8.30, CountersunkHead, Hexagonal, Oxidised, ISO10642/",MetricScrew
"M8x30.00, SocketHead, Torx, GalvanizedBlack, NA/",MetricScrew
Breck mech assembly,MechAssy
"Adapater for single Tibas leg and cable tray, RH",Bracket
"Adapater for single Tibas leg and cable tray, LH",Bracket
Pivot Worktop LPL,DeskTop
Value screen bottom plate,Bracket
Value screen rail bkt bottom spacer,Bracket
"Cabletray assy for Intuity Tibas, R30",CableTrayAssy
"single side hung bracket, Intuity, LH",Bracket
"Tray for Intuity R30, single side",CableTray
Value Screen clamp bracket,Bracket
"Tray for New Intuity, double side",CableTray
"Cabletray assy for Intuity, R30",CableTrayAssy
Bayonet lock,Bracket
"M6x20.00, PanHead, HexagonalSocket, ZincCoated, NA/NA",MetricScrew
Upholstery clip,Clamps
"Parkbench, Timber leg for Seating table, PKG",Tableleg
PKG for Parkbench metal & timber leg high,PseudoPack
"Parkbench metal leg for Seating table,PKG",Tableleg
"PKG, PB accent plate",PseudoPack
Screw packing for Parkbench accent plate,PackingPouchBag
"Parkbench accent plate for seating table, PKG",AccentPlate
"Parkbench small beam for seating, PKG",Beam
PKG for Park Bench cross beam,PseudoPack
Screw packing for Park Bench cross beam,PackingPouchBag
"Cross beam assy for Parkbench sitting height,PKG",CrossBeam
PKG for Parkbench main & small beam,PseudoPack
Screw packing for Park Bench main & small beam,PackingPouchBag
"Parkbench main beam for seating, PKG",Beam
"PKG,Parkbench Umbilical Cord",PseudoPack
Screw packing for Park Bench Umbilical Cord,PackingPouchBag
"PKG,for Park Bench bottom cover",PseudoPack
Screw packing for Park Bench bottom cover,PackingPouchBag
"Parkbench Bottom cover for central tray, PKG",Bracket
PKG for Parkbench socket plate,PseudoPack
Screw packing for Parkbench socket plate,PackingPouchBag
PKG for parkbench cable tray,PseudoPack
Screw packing for Parkbench cabletray,PackingPouchBag
"PM,PKG spec,kraft multi-SCRd, 1130*110*110",PackagingCarton
"PM,PKG spec,kraft multi-SCRd, 730*110*110",PackagingCarton
"PM,Kraft single wall, 206*143*1243",PackagingCarton
"PM,single wall CORR FF5PF 2225*290*110",PackagingCarton
"PM,Kraft single wall CORR, FF5PF, 130*150*1900",PackagingCarton
"PM,PKG,SPEC,RS5PF, 1270*130*130",PackagingCarton
"M6x10.00, CountersunkHead, HexagonalSocket, ZincCoated, NA/G",MetricScrew
"M6x10.00, CountersunkHead, HexagonalSocket, ZincCoated, NA/G",MetricScrew
Adapter for Intuity II double side cable tray,Bracket
bottom welding part for HAT umbilical cord bottom bracket,Bracket
top welding part for HAT umbilical cord bottom bracket,Bracket
IQ Main Frame Vertical Joint Connet Frame W/Bore,SofaFrame
IQ Pod Short Tail returb Frame End Curve Frame,SofaFrame
IQ Main Frame T/B Connection Frame,SofaFrame
IQ Short Tail Return Frame Cuver End,SofaFrame
IQ Main Frame Vertical support L2,SofaFrame
IQ Main Frame Vertical support L2,SofaFrame
IQ Pod Connector A,SofaFrame
IQ Main Frame Bottom Vertical L1,SofaFrame
IQ Main Frame Middle Connection for return frame,SofaFrame
IQ Main Frame Vertical support L2,SofaFrame
Long Tail Short Return Frame,SofaFrame
"Umbilical Cord, Seating height, 780H, Assy",CableSleeveAssy
"Umbilical Cord, 2 channel, Seating height, 780H",CableSleeve
"Umbilical Cord, 1 channel, Seating height, 780H",CableSleeve
"Glide, M10, H29, D50",GlideFurniture
"Parkbench, Timber leg for Seating table,without nut, LH",Tableleg
"Parkbench, Timber leg for Seating table, LH",Tableleg
"Parkbench, Timber leg for Seating table,without nut, RH",Tableleg
"Parkbench, Timber leg for Seating table, RH",Tableleg
"InsertNut, M8x30 , HexagonalSocket",InsertNut
"Parkbench, metal leg for Seating table,RH, fabricated",Tableleg
"Parkbench, metal leg for Seating table, RH, not welded",Tableleg
"Parkbench, metal leg for Seating table,RH, painted",Tableleg
"Parkbench, metal leg for Seating table,LH, painted",Tableleg
"Parkbench, metal leg for Seating table, LH, not welded",Tableleg
bracket welding for metal leg of seating table,Bracket
"Parkbench, metal leg for Seating table,LH, painted",Tableleg
"Parkbench, Accent plate for seating table, fabricated",AccentPlate
Bracket for PB accent plate,Bracket
"Parkbench, Accent plate for seating table, not welded",AccentPlate
"Parkbench, Accent plate for seating table",AccentPlate
"Parkbench, main beam for seating, fabricated",Beam
"Parkbench, tube of small beam for seating",Beam
"Parkbench, main beam for seating",Beam
"Parkbench, small beam for seating, fabricated",Beam
"bracket for enhance of small beam, PB",Bracket
bracket for beam of PB,Bracket
"Parkbench, tube of small beam for seating",Beam
"Parkbench, small beam for seating",Beam
"Parkbench, seating table, frame assy",DeskFrame
"Cross beam assy for Parkbench sitting height, fabricated",CrossBeam
"Bracket for sitting height Parkbench cross beam, RH",Bracket
"Bracket for sitting height Parkbench cross beam, LH",Bracket
Cross beam assy for Parkbench sitting height,CrossBeam
Cross tube for Parkbench seating,CrossBeam
"Parkbench, Desktop assy",DeskTopAssy
Parkbench socket plate assy,FacePlate
"Bottom cover for central tray, fabricated",Bracket
"Bottom cover for central tray, painted",Bracket
"Park Bench bracket for socketplate, RH, fabricated",Bracket
"Park Bench bracket for socketplate, RH, painted",Bracket
"Park Bench bracket for socketplate, LH, fabricated",Bracket
"Park Bench bracket for socketplate, LH, painted",Bracket
LEFT ARM PIVOT,MetalSheets
"Park Bench socket plate, FAB",FacePlate
"Parkbench, cabletray assy",CableTrayAssy
Park Bench socket plate,FacePlate
"Park Bench Flip cover, FAB",CableOutlet
"Park Bench Flip cover, painted",CableOutlet
"Central Tray Bracket for 25mmTable Top, fabricated",Bracket
Central Tray Bracket for 25mmTable Top,Bracket
PRIVA380_S,MountingKits
PRIVA380,MountingKits
"Parkbench Central tray, fabricated",CableTray
IQ Long Tail RH side connection,SofaFrame
"Parkbench Central tray, painted",CableTray
"Be_hold glide, adjustment",GlideFurniture
"M6x8.00, CountersunkHead, HexagonalSocket, ZincCoated, NA/GB",MetricScrew
"cable tray bracket, double side, Intuity, Painted",Bracket
Foam Spacer,Spacer
HANGING090,MountingKits
HANGING090_S,MountingKits
NIVELADOR M8,MiscFasteners
PERNO M6x8 D913 PRETO 07810,InsertNut
"Plastic Spacer 77x28x1,5 DRAWING: PT0341008",Spacer
PLASTIC SPACER,Spacer
"BuzziSpace honeycomb, 1000*2000*15",HoneyCombCard
"PKG,Pebble pouf",PseudoPack
PKG Pebble 1700mm Tray 7PLY,PackagingCarton
PKG Pebble 1200mm Tray 7PLY,PackagingCarton
PKG Pebble 850mm Tray 7PLY,PackagingCarton
PKG Pebble 650mm Tray 7PLY,PackagingCarton
PKG Pebble 1700mm BOX 7PLY,PackagingCarton
PKG Pebble 1200mm BOX 7PLY,PackagingCarton
PKG Pebble 850mm BOX 7PLY,PackagingCarton
PKG Pebble 650mm BOX 7PLY,PackagingCarton
Pebble Foam 1700mmWx850mmD,SofaFoam
PebbleFoam 1200mmWx1200mmD,SofaFoam
Pebble Foam 850mmWx850mmD,SofaFoam
Pebble Foam 650mmWx650mmD,SofaFoam
Tape ecokraft solv. w/o printing 50mm,Tape
"Pivot foot assy, FAB",DeskFoot
1,MetalSheets
1,MetalSheets
YOURPLACE ECHO LATERAL FOOT PLATE,MetalSheets
YOURPLACE ECHO RIGHT FOOT,MetalSheets
YOURPLACE ECHO LEFT FOOT,MetalSheets
YOURPLACE ECHO CENTRAL FOOT PLATE,LegConnector
PIVOT FOOT CENTRAL BEAM,MetalSheets
Steel Dbl A-leg end India PKG,PseudoPack
"Steel Dbl F-leg end India, PKG",PseudoPack
IQ Main Frame Vertical Joint Connet Frame W/Bore,SofaFrame
fabric for Riverbend concave unit 60° high back,Fabric
fabric for Riverbend concave unit 60° seat-high,Fabric
"Parkbench end cap for central tray, fabricated",Bracket
"top plate of end bracket for cable tray, parkbench",Bracket
Plate for end bracket of cable tray,Bracket
Parkbench end cap for central tray,Bracket
Soft Foam 1st Layer Thick Main Frame,SofaFoam
"Parkbench, Desktop, HPL",DeskTop
Castor Furn D80 With Brake,CastorsFurnit
CASTER D80 WITHOUT BRAKE,CastorsFurnit
Pebble Glide Assy,GlideFurniture
Short Focus Pod PKG Tray,PackagingCarton
Short Focus Pod PKG,PackagingCarton
"PKG,IQ commercial short tail",PseudoPack
IQ Pod Connector A&B set,MiscConnector
Phonix accoustic Nano fibre1400W,Fabric
4mm dia wire,Yarn
PU foam 14mm Thick,SofaFoam
2mm Felt Foam fabric,SofaFoam
"SCRN,bracket assy,Framed Hung Screen",Bracket
"PKG, for Park bench cushion BKT",PseudoPack
Screw packing for Bracket for Sitbench cushion,PackingPouchBag
"Park bench cushion BKT,PKG",Bracket
"PM, single wall corr, for sitbench top,1120x210x60",PackagingCarton
PKG for timber top,PseudoPack
"Park Bench,sitbench timber top, PKG",SitBenchSeat
"PM, single wall corr, for sitbench top,1100x390x40",PackagingCarton
"PKG, for cushion top",PseudoPack
"Sitbench, cusion fabric cover",SeatCover
"Park Bench, Cushion top for sitbench",SitBenchSeatAsy
"Park Bench,sitbench timber leg,PKG",ChairLeg
"PM,Single wall CORR FF5PF, 450x170x100",PackagingCarton
"PKG, for Timber & metal leg",PseudoPack
"Park Bench,sitbench metal leg,PKG",ChairLeg
"PKG, for PB side frame",PseudoPack
"Side frame for sitbench, Parkbench,PKG",Bracket
"PKG, for PB end frame",PseudoPack
"Screw packing for End frame for sitbench, Parkbench",PackingPouchBag
"End frame for sitbench, Parkbench,PKG",Bracket
"End Cap Plastic, 40*20",Endcap
"Intuity shared Frame leg, double, FAB",Tableleg
"Intuity shared Frame leg, double, FIN",Tableleg
"Intuity shared A leg, Double, FAB",Tableleg
"Intuity, A leg for double WS, Shared, FIN",Tableleg
"Intuity Tibas style single leg, RH,FAB",Tableleg
"Intuity steel flush leg for single WS, RH",Tableleg
"Intuity Tibas style single leg, LH, FAB",Tableleg
"Intuity steel flush leg for single WS, LH",Tableleg
"Intuity frame leg single side, Shared, FAB",Tableleg
"Intuity frame leg single side, Shared, FIN",Tableleg
"Intuity frame leg single side, Right,FAB",Tableleg
"Intuity frame leg single side, Right,FIN",Tableleg
"DS, 25T, Vertical rail, FAB",PartiVertRail
"Intuity frame leg single side, Left,FAB",Tableleg
"Intuity frame leg single side,Left, FIN",Tableleg
Surface2 fabric for IQ return foucs pod,Fabric
Surface1 fabric for IQ return foucs pod,Fabric
"Intuity intermediate leg single, FAB",Tableleg
"Intuity intermediate leg single, FIN",Tableleg
"Metal leg for sitbench, RH, Parkbench, fabricated",ChairLeg
Surface2 fabric for IQ short tail foucs pod,Fabric
Surface1 fabric for IQ short tail foucs pod,Fabric
"Metal leg for sitbench, LH, Parkbench, fabricated",ChairLeg
"Intuity single side shared A leg, FAB",Tableleg
"Intuity single side shared A leg, FIN",Tableleg
"Bracket for Sitbench cushion, fabricated",Bracket
"M8x30.00, SocketHead, HexagonalSocket, GalvanizedBlack, ISO4",MetricScrew
"M6x20.00, SocketHead, HexagonalSocket, GalvanizedBlack, ISO4",MetricScrew
"Intuity Single RH leg, FAB",Tableleg
"Intuity, A leg for single WS, RH,FIN",Tableleg
"Intuity Single LH leg, FAB",Tableleg
"Intuity, A leg for single WS, LH,FIN",Tableleg
"Cushion for Sitbench, assy",SitBenchSeatAsy
PET_Pivot_Storage,ScreenInFill
Glide D60/11/20 - Hard,GlideTaskChair
Castor D60/11/20 hard 2x11.45 ring,CastorsSeating
"Timber leg for sitbench, RH",ChairLeg
"Metal leg for sitbench, RH, Parkbench",ChairLeg
Bracket for Sitbench cushion,Bracket
Five star base,StarBase
Pneumatic cylinder Honua,GasSpringUnit
"Armrest,LH",ArmrestAssy
Aloha pro arm RH,ArmrestAssy
"Pkg, Framed Desk screen India",PseudoPack
"SFT,25T,Fabric Cover Framed Desk screen",PartFabricCover
"Desk screen bracket, FAB",Bracket
"DS,25T,End trim, FAB",PanelTrim
"DS, 25T, Top trim, FAB",RailProfile
"DS, 25T, Horizontal Rail, FAB",RailProfile
"DS, 25T, Bottom rail, FAB",RailProfile
"LPL core for sitbench, Sitbench",SitBenchSeat
Cushion foam for Sitbench,SeatCushion
"Timber top for Sitbench, assy",SitBenchSeatAsy
Timber top for sitbench,SitBenchSeat
"M6x32.00, HexHead, Hexagonal, GalvanizedBlue, ISO4016/NA",MetricScrew
Honua arm screw,MiscFasteners
Support assy. lumbar Black,LumbarAssy
"S-CLIP, D44684-020, PROJ 451",Clamps
"leg top spacer 5mm height, Intuity",Spacer
Intuity Beam Spacer,Spacer
SHAFT for Intuity A leg,Spacer
test,ArmCap
"PM,Single wall corr,FF5PF, 275x105x65",PackagingCarton
PKG Epure stiffener for bench,PseudoPack
Screw packing for AP Epure linking plate,PackingPouchBag
"Epure BKT for single intermedia leg, PKG",PseudoPack
"Screw packing for Epure BKT, single intermedia leg",PackingPouchBag
"PM, double wall, SGL inter leg",PackagingCarton
"Single intermediate leg, PKG",PseudoPack
Screw packing for Epure inter leg,PackingPouchBag
"Epure straight extension,FAB",Column
"Single  INTER-leg cover,RH, adjustable,FAB",MiscTblFrameAcc
"Single INTER-leg cover,LH, adjustable,FAB",MiscTblFrameAcc
"Epure SG inter leg,fixed, FAB",Tableleg
"PM,Single wall CORR FF5PF, 1825x290x110mm",PackagingCarton
"PM,Single wall CORR FF5PF,1525x290x110mm",PackagingCarton
"PM,Single wall CORR FF5PF, 1225x290x110mm",PackagingCarton
PKG Epure SG cable tray,PseudoPack
Screw packing for single face plate,PackingPouchBag
IQ Commercial Rectangle Curved Tabletop,LoungeTableTop
"ST5.0x10, TrussWasherHead, Torx, GalvanizedBlack, NA/",SelfTapScrew
"SPRING,ARM,SUPRT,LUMBAR PAD,ZODY",MiscLumbPelvCom
"CARRIAGE, LUMBAR, PROJ 433",LumbarLever
"CARRIAGE, LUMBAR, PROJ 433",LumbarAssy
"PLATER,RETAINER,SPRING,LUMBAR",CompressSpring
"COVER, SEAT, LOWER,STD, FLAT",SeatCover
EU Seat Foam,SeatCushion
"Felt, raw material",Felt
"Intuity Double intermediate leg,FAB",Tableleg
"Intuity II Double intermediate leg,FIN",Tableleg
"Intuity Tibas style end leg, double, FAB",Tableleg
"Intuity, steel flush leg for double WS",Tableleg
Sitbench frame assy,SitBenchFrame
"Timber leg for sitbench, LH",ChairLeg
"Intuity End STR-Leg, Doubleside,fixed, FAB",Tableleg
Intuity steel frame leg for double WS,Tableleg
IQ Main Frame Middle Connection for return frame,SofaFrame
IQ Main Frame T/B Connection Frame,SofaFrame
cone gage Ø50,Fixture
"Metal leg for sitbench, LH, Parkbench",ChairLeg
"Side frame for sitbench, Parkbench, fabricated",Bracket
"Side frame for sitbench, Parkbench",Bracket
IQ Pod long Tail Main Assy,FocusPodFrame
"End frame for sitbench, Parkbench, fabricated",Bracket
"End frame for sitbench, Parkbench",Bracket
"PKG for BuzziDesk screen bracket, HAT double",PseudoPack
"Screw packing for BuzziDesk screen bracket, HAT double",PackingPouchBag
"BuzziSpace HAT DB spacer,FAB",Bracket
"Double side screen BKT,FAB",Bracket
"PKG for BuzziDesk screen bracket, HAT single",PseudoPack
PKG BuzziFix Bold,PseudoPack
Hardware packing for BuzziDesk screen bracket,PackingPouchBag
"Buzzi fixing adaptor,FAB",Bracket
"6mm steel, pickled steel board, 560*155",MetalSheets
"BuzziFix Bold,L, U part,FAB",Bracket
"BuzziFix Bold L part C-02,FAB",Bracket
"SPCC,T=3.0mm,1250mm*2500mm",MetalSheets
"BuzziFix Bold L part C-01,FAB",Bracket
PKG for BuzziDesk screen HAT double,PseudoPack
"BuzziDesk screen, Frame for HAT double,FAB",DeskScreenFrame
PKG for BuzziDesk screen HAT single,PseudoPack
"BuzziDesk screen, Frame for HAT single,FAB",DeskScreenFrame
PKG for BuzziDesk screen,PseudoPack
Brown tape,Tape
"BuzziDesk screen, Frame, FAB",DeskScreenFrame
"BuzziScreen thread,NYLON,black M10 TEX270 840/3 750M",Yarn
"BuzziScreen thread,NYLON,white M10 TEX270 840/3 750M",Yarn
"PM, Buzzi 737*1800",PackagingCarton
"PM, Buzzi 737*1600",PackagingCarton
"PM, Buzzi 737*1400",PackagingCarton
"PM, Buzzi 950*1800",PackagingCarton
"PM, Buzzi 950*1600",PackagingCarton
"PM, Buzzi 950*1400",PackagingCarton
"PM, Buzzi 477*1800",PackagingCarton
"PM, Buzzi 477*1600",PackagingCarton
Buzzi brown tape with logo A-0000000203,Tape
IQ Main Frame Foam Assy,SofaFoam
"PM, Buzzi 477*1400",PackagingCarton
"RM, Rectang 25×50 SHIFT Tube 4.5m Raw Material",MetalTubes
Soft Foam 1st Layer Thin Main Frame,SofaFoam
"Metric Screw, ST4.8X50",MetricScrew
"PKG, HAT single bench screen bkt",PseudoPack
Surface2 fabric for IQ long tail foucs pod,Fabric
IQ Short Tail Man Frame cardboard Innerside,SofaFrame
Surface1 fabric for IQ long tail foucs pod,Fabric
IQ Short Tail Man Frame cardboard Outside,SofaFrame
Soft Foam 1st Layer Thin Main Frame Surface outside,SofaFoam
Cabana single seat screen,MntLoungeScreen
"Shift, Frame leg, cross tube,shared, FAB",FrameLeg
"Shift, Frame leg, cross tube,RH, FAB",FrameLeg
"Shift, Frame leg, angled tube, FAB",FrameLeg
"Shift, Frame leg, cross tube,LH,FAB",FrameLeg
"DS,6mm EVA Foam, L1",PartPanelInfill
"DS,25T spacer Fabric Core L1",PartPanelInfill
"DS,6mm MDF Board,L1",PartPanelInfill
"DS,25T,tackable core level1 Hung",PartPanelCore
"DS,25T, fabric core thin level1",PartPanelCore
"DS,25T, Core assembly level1",PartPanelCore
Spacer for Intuity flush leg,Spacer
EU seat plate,SeatPlate
Desk screen bracket,Bracket
"RM, Square 50×50 SHIFT Tube 4.5m Raw Material",MetalTubes
"Intuity main beam, bench FAB",Beam
"Intuity II, main beam, FIN",Beam
"Shift, Junction cap, 50×50,FAB",PanelJunction
"Shift, Junction 50x50,FAB",PanelJunction
IQ Main Frame Bottom W/Cut,SofaFrame
IQ Main Frame Top W/Groove,SofaFrame
"Intuity, End A leg, double side, FAB",Tableleg
"Shift, Junction caps, 25x50_50x25,FAB",PanelJunction
"Intuity, A leg for double WS",Tableleg
"Shift, Junction 25x50_50x25,FAB",PanelJunction
"DS,25T,End trim",PanelTrim
"DS, 25T, Top trim",RailProfile
"DS, 25T, Horizontal rail,",RailProfile
"DS, 25T, Bottom rail,",RailProfile
"DS, 25T, Vertical rail,",PartiVertRail
"DS,25T rail assembly",DeskScreenFrame
"PKG, SHIFT Junction 25x25",PseudoPack
"Shift, Junction cap, 25x25,FAB",PanelJunction
"Shift, Junction 25x25, FAB",PanelJunction
"Shift, Frame leg, U-shape for monolithic, shared,FAB",FrameLeg
"Shift, Frame leg, U-shape for monolithic, shared,PKG",FrameLeg
"Shift, Frame leg, U-shape for monolithic, RH,FAB",FrameLeg
"Shift, Frame leg, U-shape for monolithic, RH,PKG",FrameLeg
"Shift, Frame leg, U-shape for monolithic, LH,FAB",FrameLeg
"Shift, Frame leg, U-shape for monolithic, LH,PKG",FrameLeg
"Epure SG inter leg,tech-height,FAB",Tableleg
Cabana wedge table Screen,MntLoungeScreen
Cabana rectangular table Screen,MntLoungeScreen
"SHIFT share U-leg, PKG",PseudoPack
"Shift, Frame leg, U-shape,shared,FAB",FrameLeg
"Shift, Frame leg, U-shape,shared,PKG",FrameLeg
"Shift, Frame leg, U-shape,RH,FAB",FrameLeg
"Shift, Frame leg, U-shape,RH,PKG",FrameLeg
Cabana wedge table upper table,LoungeScreenTbl
Cabana wedge table lower table,LoungeScreenTbl
SHIFT end U-leg PKG,PseudoPack
"Intuity base-straight,fixed with glide SHIFT leg",GlideFurniture
"Shift, Frame leg, U-shape,LH,FAB",FrameLeg
"Shift, Frame leg, U-shape,LH,PKG",FrameLeg
"L-Bracket for end leg, PKG",PseudoPack
Hardware packing for SHIFT L-bracket for frame end leg assy,PackingPouchBag
"SFT,bottom-bracket,for end U leg,FAB",Bracket
Cabana rectangular upper table,LoungeScreenTbl
Cabana rectangular lower table,LoungeScreenTbl
Cabana square table Screen,MntLoungeScreen
Thick Foam Long Tail Straight,SofaFoam
Thin Foam Long Tail Straight,SofaFoam
Long Tail Foam Staright Assy,SofaFoam
Card Board for Outer,SofaFrame
Card Board for innner,SofaFrame
IQ Pod ShortTail ReturnFrame Horizatal support1,SofaFrame
IQ Short Tail Return Frame CuverEnd1,SofaFrame
ID pod long Tail support part,SofaFrame
Long Tail Frame Straight Assy,SofaFrame
"Shift, Frame leg, welding bracket,shared,FAB",Bracket
"Shift, Frame leg, welding bracket,RH, FAB",Bracket
"PKG, Shift, Frame End leg, L-shape",PseudoPack
"Shift, Frame leg, welding bracket,LH, FAB",Bracket
"RM,Square tube 30x30x1.5T 6M length",MetalTubes
"Shift, Frame leg,U leg for monolithic,welding bracket,shared",Bracket
"Shift, Frame leg, U leg for monolithic, welding bracket,RH",Bracket
